Abbrev,Meas Date,Streamflow Value,Streamflow Meas Units,Streamflow Review Status,Streamflow Data Source,
"PLADENCO","08/04/2005","2220.000000","cfs","A","DWR",
"PLADENCO","08/05/2005","679.000000","cfs","A","DWR",
"PLADENCO","08/06/2005","621.000000","cfs","A","DWR",
"PLADENCO","08/07/2005","346.000000","cfs","A","DWR",
"PLADENCO","08/08/2005","205.000000","cfs","A","DWR",
"PLADENCO","08/09/2005","244.000000","cfs","A","DWR",
"PLADENCO","08/10/2005","317.000000","cfs","A","DWR",
"PLADENCO","08/11/2005","294.000000","cfs","A","DWR",
"PLADENCO","08/12/2005","364.000000","cfs","A","DWR",
"PLADENCO","08/13/2005","362.000000","cfs","A","DWR",
"PLADENCO","08/14/2005","477.000000","cfs","A","DWR",
"PLADENCO","08/15/2005","383.000000","cfs","A","DWR",
"PLADENCO","08/16/2005","350.000000","cfs","A","DWR",
"PLADENCO","08/17/2005","237.000000","cfs","A","DWR",
"PLADENCO","08/18/2005","161.000000","cfs","A","DWR",
"PLADENCO","08/19/2005","195.000000","cfs","A","DWR",
"PLADENCO","08/20/2005","265.000000","cfs","A","DWR",
"PLADENCO","08/21/2005","303.000000","cfs","A","DWR",
"PLADENCO","08/22/2005","279.000000","cfs","A","DWR",
"PLADENCO","08/23/2005","312.000000","cfs","A","DWR",
"PLADENCO","08/24/2005","373.000000","cfs","A","DWR",
"PLADENCO","08/25/2005","316.000000","cfs","A","DWR",
"PLADENCO","08/26/2005","272.000000","cfs","A","DWR",
"PLADENCO","08/27/2005","290.000000","cfs","A","DWR",
"PLADENCO","08/28/2005","283.000000","cfs","A","DWR",
"PLADENCO","08/29/2005","264.000000","cfs","A","DWR",
"PLADENCO","08/30/2005","212.000000","cfs","A","DWR",
"PLADENCO","08/31/2005","181.000000","cfs","A","DWR",
"PLADENCO","09/01/2005","150.000000","cfs","A","DWR",
"PLADENCO","09/02/2005","151.000000","cfs","A","DWR",
"PLADENCO","09/03/2005","147.000000","cfs","A","DWR",
"PLADENCO","09/04/2005","164.000000","cfs","A","DWR",
"PLADENCO","09/05/2005","169.000000","cfs","A","DWR",
"PLADENCO","09/06/2005","175.000000","cfs","A","DWR",
"PLADENCO","09/07/2005","186.000000","cfs","A","DWR",
"PLADENCO","09/08/2005","141.000000","cfs","A","DWR",
"PLADENCO","09/09/2005","148.000000","cfs","A","DWR",
"PLADENCO","09/10/2005","168.000000","cfs","A","DWR",
"PLADENCO","09/11/2005","163.000000","cfs","A","DWR",
"PLADENCO","09/12/2005","171.000000","cfs","A","DWR",
"PLADENCO","09/13/2005","165.000000","cfs","A","DWR",
"PLADENCO","09/14/2005","227.000000","cfs","A","DWR",
"PLADENCO","09/15/2005","170.000000","cfs","A","DWR",
"PLADENCO","09/16/2005","122.000000","cfs","A","DWR",
"PLADENCO","09/17/2005","113.000000","cfs","A","DWR",
"PLADENCO","09/18/2005","108.000000","cfs","A","DWR",
"PLADENCO","09/19/2005","106.000000","cfs","A","DWR",
"PLADENCO","09/20/2005","103.000000","cfs","A","DWR",
"PLADENCO","09/21/2005","99.000000","cfs","A","DWR",
"PLADENCO","09/22/2005","99.000000","cfs","A","DWR",
"PLADENCO","09/23/2005","119.000000","cfs","A","DWR",
"PLADENCO","09/24/2005","110.000000","cfs","A","DWR",
"PLADENCO","09/25/2005","110.000000","cfs","A","DWR",
"PLADENCO","09/26/2005","109.000000","cfs","A","DWR",
"PLADENCO","09/27/2005","109.000000","cfs","A","DWR",
"PLADENCO","09/28/2005","156.000000","cfs","A","DWR",
"PLADENCO","09/29/2005","133.000000","cfs","A","DWR",
"PLADENCO","09/30/2005","157.000000","cfs","A","DWR",
"PLADENCO","10/01/2005","154.000000","cfs","A","DWR",
"PLADENCO","10/02/2005","152.000000","cfs","A","DWR",
"PLADENCO","10/03/2005","152.000000","cfs","A","DWR",
"PLADENCO","10/04/2005","152.000000","cfs","A","DWR",
"PLADENCO","10/05/2005","177.000000","cfs","A","DWR",
"PLADENCO","10/06/2005","133.000000","cfs","A","DWR",
"PLADENCO","10/07/2005","136.000000","cfs","A","DWR",
"PLADENCO","10/08/2005","127.000000","cfs","A","DWR",
"PLADENCO","10/09/2005","467.000000","cfs","A","DWR",
"PLADENCO","10/10/2005","1500.000000","cfs","A","DWR",
"PLADENCO","10/11/2005","479.000000","cfs","A","DWR",
"PLADENCO","10/12/2005","257.000000","cfs","A","DWR",
"PLADENCO","10/13/2005","198.000000","cfs","A","DWR",
"PLADENCO","10/14/2005","165.000000","cfs","A","DWR",
"PLADENCO","10/15/2005","235.000000","cfs","A","DWR",
"PLADENCO","10/16/2005","236.000000","cfs","A","DWR",
"PLADENCO","10/17/2005","234.000000","cfs","A","DWR",
"PLADENCO","10/18/2005","171.000000","cfs","A","DWR",
"PLADENCO","10/19/2005","174.000000","cfs","A","DWR",
"PLADENCO","10/20/2005","181.000000","cfs","A","DWR",
"PLADENCO","10/21/2005","188.000000","cfs","A","DWR",
"PLADENCO","10/22/2005","182.000000","cfs","A","DWR",
"PLADENCO","10/23/2005","178.000000","cfs","A","DWR",
"PLADENCO","10/24/2005","180.000000","cfs","A","DWR",
"PLADENCO","10/25/2005","160.000000","cfs","A","DWR",
"PLADENCO","10/26/2005","148.000000","cfs","A","DWR",
"PLADENCO","10/27/2005","141.000000","cfs","A","DWR",
"PLADENCO","10/28/2005","122.000000","cfs","A","DWR",
"PLADENCO","10/29/2005","119.000000","cfs","A","DWR",
"PLADENCO","10/30/2005","128.000000","cfs","A","DWR",
"PLADENCO","10/31/2005","141.000000","cfs","A","DWR",
"PLADENCO","11/01/2005","121.000000","cfs","A","DWR",
"PLADENCO","11/02/2005","112.000000","cfs","A","DWR",
"PLADENCO","11/03/2005","119.000000","cfs","A","DWR",
"PLADENCO","11/04/2005","195.000000","cfs","A","DWR",
"PLADENCO","11/05/2005","176.000000","cfs","A","DWR",
"PLADENCO","11/06/2005","134.000000","cfs","A","DWR",
"PLADENCO","11/07/2005","131.000000","cfs","A","DWR",
"PLADENCO","11/08/2005","128.000000","cfs","A","DWR",
"PLADENCO","11/09/2005","149.000000","cfs","A","DWR",
"PLADENCO","11/10/2005","149.000000","cfs","A","DWR",
"PLADENCO","11/11/2005","115.000000","cfs","A","DWR",
"PLADENCO","11/12/2005","110.000000","cfs","A","DWR",
"PLADENCO","11/13/2005","113.000000","cfs","A","DWR",
"PLADENCO","11/14/2005","125.000000","cfs","A","DWR",
"PLADENCO","11/15/2005","157.000000","cfs","A","DWR",
"PLADENCO","11/16/2005","109.000000","cfs","A","DWR",
"PLADENCO","11/17/2005","127.000000","cfs","A","DWR",
"PLADENCO","11/18/2005","233.000000","cfs","A","DWR",
"PLADENCO","11/19/2005","166.000000","cfs","A","DWR",
"PLADENCO","11/20/2005","156.000000","cfs","A","DWR",
"PLADENCO","11/21/2005","168.000000","cfs","A","DWR",
"PLADENCO","11/22/2005","181.000000","cfs","A","DWR",
"PLADENCO","11/23/2005","186.000000","cfs","A","DWR",
"PLADENCO","11/24/2005","188.000000","cfs","A","DWR",
"PLADENCO","11/25/2005","187.000000","cfs","A","DWR",
"PLADENCO","11/26/2005","188.000000","cfs","A","DWR",
"PLADENCO","11/27/2005","191.000000","cfs","A","DWR",
"PLADENCO","11/28/2005","188.000000","cfs","A","DWR",
"PLADENCO","11/29/2005","181.000000","cfs","A","DWR",
"PLADENCO","11/30/2005","140.000000","cfs","A","DWR",
"PLADENCO","12/01/2005","97.000000","cfs","A","DWR",
"PLADENCO","12/02/2005","93.000000","cfs","A","DWR",
"PLADENCO","12/03/2005","157.000000","cfs","A","DWR",
"PLADENCO","12/04/2005","124.000000","cfs","A","DWR",
"PLADENCO","12/05/2005","102.000000","cfs","A","DWR",
"PLADENCO","12/06/2005","95.000000","cfs","A","DWR",
"PLADENCO","12/07/2005","93.000000","cfs","A","DWR",
"PLADENCO","12/08/2005","94.000000","cfs","A","DWR",
"PLADENCO","12/09/2005","100.000000","cfs","A","DWR",
"PLADENCO","12/10/2005","103.000000","cfs","A","DWR",
"PLADENCO","12/11/2005","107.000000","cfs","A","DWR",
"PLADENCO","12/12/2005","109.000000","cfs","A","DWR",
"PLADENCO","12/13/2005","110.000000","cfs","A","DWR",
"PLADENCO","12/14/2005","108.000000","cfs","A","DWR",
"PLADENCO","12/15/2005","124.000000","cfs","A","DWR",
"PLADENCO","12/16/2005","135.000000","cfs","A","DWR",
"PLADENCO","12/17/2005","121.000000","cfs","A","DWR",
"PLADENCO","12/18/2005","119.000000","cfs","A","DWR",
"PLADENCO","12/19/2005","117.000000","cfs","A","DWR",
"PLADENCO","12/20/2005","119.000000","cfs","A","DWR",
"PLADENCO","12/21/2005","120.000000","cfs","A","DWR",
"PLADENCO","12/22/2005","125.000000","cfs","A","DWR",
"PLADENCO","12/23/2005","124.000000","cfs","A","DWR",
"PLADENCO","12/24/2005","123.000000","cfs","A","DWR",
"PLADENCO","12/25/2005","124.000000","cfs","A","DWR",
"PLADENCO","12/26/2005","124.000000","cfs","A","DWR",
"PLADENCO","12/27/2005","126.000000","cfs","A","DWR",
"PLADENCO","12/28/2005","126.000000","cfs","A","DWR",
"PLADENCO","12/29/2005","127.000000","cfs","A","DWR",
"PLADENCO","12/30/2005","125.000000","cfs","A","DWR",
"PLADENCO","12/31/2005","122.000000","cfs","A","DWR",
"PLADENCO","01/01/2006","118.000000","cfs","A","DWR",
"PLADENCO","01/02/2006","121.000000","cfs","A","DWR",
"PLADENCO","01/03/2006","119.000000","cfs","A","DWR",
"PLADENCO","01/04/2006","119.000000","cfs","A","DWR",
"PLADENCO","01/05/2006","118.000000","cfs","A","DWR",
"PLADENCO","01/06/2006","116.000000","cfs","A","DWR",
"PLADENCO","01/07/2006","115.000000","cfs","A","DWR",
"PLADENCO","01/08/2006","116.000000","cfs","A","DWR",
"PLADENCO","01/09/2006","117.000000","cfs","A","DWR",
"PLADENCO","01/10/2006","116.000000","cfs","A","DWR",
"PLADENCO","01/11/2006","116.000000","cfs","A","DWR",
"PLADENCO","01/12/2006","117.000000","cfs","A","DWR",
"PLADENCO","01/13/2006","115.000000","cfs","A","DWR",
"PLADENCO","01/14/2006","128.000000","cfs","A","DWR",
"PLADENCO","01/15/2006","134.000000","cfs","A","DWR",
"PLADENCO","01/16/2006","135.000000","cfs","A","DWR",
"PLADENCO","01/17/2006","131.000000","cfs","A","DWR",
"PLADENCO","01/18/2006","102.000000","cfs","A","DWR",
"PLADENCO","01/19/2006","132.000000","cfs","A","DWR",
"PLADENCO","01/20/2006","158.000000","cfs","A","DWR",
"PLADENCO","01/21/2006","135.000000","cfs","A","DWR",
"PLADENCO","01/22/2006","117.000000","cfs","A","DWR",
"PLADENCO","01/23/2006","116.000000","cfs","A","DWR",
"PLADENCO","01/24/2006","136.000000","cfs","A","DWR",
"PLADENCO","01/25/2006","134.000000","cfs","A","DWR",
"PLADENCO","01/26/2006","106.000000","cfs","A","DWR",
"PLADENCO","01/27/2006","110.000000","cfs","A","DWR",
"PLADENCO","01/28/2006","121.000000","cfs","A","DWR",
"PLADENCO","01/29/2006","114.000000","cfs","A","DWR",
"PLADENCO","01/30/2006","113.000000","cfs","A","DWR",
"PLADENCO","01/31/2006","119.000000","cfs","A","DWR",
"PLADENCO","02/01/2006","130.000000","cfs","A","DWR",
"PLADENCO","02/02/2006","130.000000","cfs","A","DWR",
"PLADENCO","02/03/2006","154.000000","cfs","A","DWR",
"PLADENCO","02/04/2006","154.000000","cfs","A","DWR",
"PLADENCO","02/05/2006","157.000000","cfs","A","DWR",
"PLADENCO","02/06/2006","156.000000","cfs","A","DWR",
"PLADENCO","02/07/2006","148.000000","cfs","A","DWR",
"PLADENCO","02/08/2006","153.000000","cfs","A","DWR",
"PLADENCO","02/09/2006","148.000000","cfs","A","DWR",
"PLADENCO","02/10/2006","155.000000","cfs","A","DWR",
"PLADENCO","02/11/2006","130.000000","cfs","A","DWR",
"PLADENCO","02/12/2006","121.000000","cfs","A","DWR",
"PLADENCO","02/13/2006","126.000000","cfs","A","DWR",
"PLADENCO","02/14/2006","126.000000","cfs","A","DWR",
"PLADENCO","02/15/2006","120.000000","cfs","A","DWR",
"PLADENCO","02/16/2006","124.000000","cfs","A","DWR",
"PLADENCO","02/17/2006","118.000000","cfs","A","DWR",
"PLADENCO","02/18/2006","115.000000","cfs","A","DWR",
"PLADENCO","02/19/2006","113.000000","cfs","A","DWR",
"PLADENCO","02/20/2006","117.000000","cfs","A","DWR",
"PLADENCO","02/21/2006","118.000000","cfs","A","DWR",
"PLADENCO","02/22/2006","124.000000","cfs","A","DWR",
"PLADENCO","02/23/2006","117.000000","cfs","A","DWR",
"PLADENCO","02/24/2006","96.000000","cfs","A","DWR",
"PLADENCO","02/25/2006","92.000000","cfs","A","DWR",
"PLADENCO","02/26/2006","91.000000","cfs","A","DWR",
"PLADENCO","02/27/2006","98.000000","cfs","A","DWR",
"PLADENCO","02/28/2006","98.000000","cfs","A","DWR",
"PLADENCO","03/01/2006","98.000000","cfs","A","DWR",
"PLADENCO","03/02/2006","108.000000","cfs","A","DWR",
"PLADENCO","03/03/2006","105.000000","cfs","A","DWR",
"PLADENCO","03/04/2006","106.000000","cfs","A","DWR",
"PLADENCO","03/05/2006","103.000000","cfs","A","DWR",
"PLADENCO","03/06/2006","105.000000","cfs","A","DWR",
"PLADENCO","03/07/2006","105.000000","cfs","A","DWR",
"PLADENCO","03/08/2006","157.000000","cfs","A","DWR",
"PLADENCO","03/09/2006","156.000000","cfs","A","DWR",
"PLADENCO","03/10/2006","116.000000","cfs","A","DWR",
"PLADENCO","03/11/2006","113.000000","cfs","A","DWR",
"PLADENCO","03/12/2006","127.000000","cfs","A","DWR",
"PLADENCO","03/13/2006","148.000000","cfs","A","DWR",
"PLADENCO","03/14/2006","117.000000","cfs","A","DWR",
"PLADENCO","03/15/2006","112.000000","cfs","A","DWR",
"PLADENCO","03/16/2006","109.000000","cfs","A","DWR",
"PLADENCO","03/17/2006","107.000000","cfs","A","DWR",
"PLADENCO","03/18/2006","110.000000","cfs","A","DWR",
"PLADENCO","03/19/2006","150.000000","cfs","A","DWR",
"PLADENCO","03/20/2006","208.000000","cfs","A","DWR",
"PLADENCO","03/21/2006","188.000000","cfs","A","DWR",
"PLADENCO","03/22/2006","176.000000","cfs","A","DWR",
"PLADENCO","03/23/2006","158.000000","cfs","A","DWR",
"PLADENCO","03/24/2006","150.000000","cfs","A","DWR",
"PLADENCO","03/25/2006","169.000000","cfs","A","DWR",
"PLADENCO","03/26/2006","173.000000","cfs","A","DWR",
"PLADENCO","03/27/2006","174.000000","cfs","A","DWR",
"PLADENCO","03/28/2006","172.000000","cfs","A","DWR",
"PLADENCO","03/29/2006","120.000000","cfs","A","DWR",
"PLADENCO","03/30/2006","118.000000","cfs","A","DWR",
"PLADENCO","03/31/2006","135.000000","cfs","A","DWR",
"PLADENCO","04/01/2006","131.000000","cfs","A","DWR",
"PLADENCO","04/02/2006","133.000000","cfs","A","DWR",
"PLADENCO","04/03/2006","131.000000","cfs","A","DWR",
"PLADENCO","04/04/2006","117.000000","cfs","A","DWR",
"PLADENCO","04/05/2006","108.000000","cfs","A","DWR",
"PLADENCO","04/06/2006","99.000000","cfs","A","DWR",
"PLADENCO","04/07/2006","260.000000","cfs","A","DWR",
"PLADENCO","04/08/2006","160.000000","cfs","A","DWR",
"PLADENCO","04/09/2006","114.000000","cfs","A","DWR",
"PLADENCO","04/10/2006","112.000000","cfs","A","DWR",
"PLADENCO","04/11/2006","109.000000","cfs","A","DWR",
"PLADENCO","04/12/2006","131.000000","cfs","A","DWR",
"PLADENCO","04/13/2006","162.000000","cfs","A","DWR",
"PLADENCO","04/14/2006","124.000000","cfs","A","DWR",
"PLADENCO","04/15/2006","151.000000","cfs","A","DWR",
"PLADENCO","04/16/2006","117.000000","cfs","A","DWR",
"PLADENCO","04/17/2006","114.000000","cfs","A","DWR",
"PLADENCO","04/18/2006","202.000000","cfs","A","DWR",
"PLADENCO","04/19/2006","208.000000","cfs","A","DWR",
"PLADENCO","04/20/2006","127.000000","cfs","A","DWR",
"PLADENCO","04/21/2006","116.000000","cfs","A","DWR",
"PLADENCO","04/22/2006","104.000000","cfs","A","DWR",
"PLADENCO","04/23/2006","107.000000","cfs","A","DWR",
"PLADENCO","04/24/2006","128.000000","cfs","A","DWR",
"PLADENCO","04/25/2006","138.000000","cfs","A","DWR",
"PLADENCO","04/26/2006","114.000000","cfs","A","DWR",
"PLADENCO","04/27/2006","107.000000","cfs","A","DWR",
"PLADENCO","04/28/2006","245.000000","cfs","A","DWR",
"PLADENCO","04/29/2006","146.000000","cfs","A","DWR",
"PLADENCO","04/30/2006","126.000000","cfs","A","DWR",
"PLADENCO","05/01/2006","174.000000","cfs","A","DWR",
"PLADENCO","05/02/2006","136.000000","cfs","A","DWR",
"PLADENCO","05/03/2006","142.000000","cfs","A","DWR",
"PLADENCO","05/04/2006","149.000000","cfs","A","DWR",
"PLADENCO","05/05/2006","132.000000","cfs","A","DWR",
"PLADENCO","05/06/2006","136.000000","cfs","A","DWR",
"PLADENCO","05/07/2006","137.000000","cfs","A","DWR",
"PLADENCO","05/08/2006","124.000000","cfs","A","DWR",
"PLADENCO","05/09/2006","138.000000","cfs","A","DWR",
"PLADENCO","05/10/2006","261.000000","cfs","A","DWR",
"PLADENCO","05/11/2006","158.000000","cfs","A","DWR",
"PLADENCO","05/12/2006","129.000000","cfs","A","DWR",
"PLADENCO","05/13/2006","111.000000","cfs","A","DWR",
"PLADENCO","05/14/2006","109.000000","cfs","A","DWR",
"PLADENCO","05/15/2006","104.000000","cfs","A","DWR",
"PLADENCO","05/16/2006","98.000000","cfs","A","DWR",
"PLADENCO","05/17/2006","106.000000","cfs","A","DWR",
"PLADENCO","05/18/2006","137.000000","cfs","A","DWR",
"PLADENCO","05/19/2006","196.000000","cfs","A","DWR",
"PLADENCO","05/20/2006","290.000000","cfs","A","DWR",
"PLADENCO","05/21/2006","300.000000","cfs","A","DWR",
"PLADENCO","05/22/2006","338.000000","cfs","A","DWR",
"PLADENCO","05/23/2006","572.000000","cfs","A","DWR",
"PLADENCO","05/24/2006","542.000000","cfs","A","DWR",
"PLADENCO","05/25/2006","487.000000","cfs","A","DWR",
"PLADENCO","05/26/2006","303.000000","cfs","A","DWR",
"PLADENCO","05/27/2006","376.000000","cfs","A","DWR",
"PLADENCO","05/28/2006","366.000000","cfs","A","DWR",
"PLADENCO","05/29/2006","322.000000","cfs","A","DWR",
"PLADENCO","05/30/2006","347.000000","cfs","A","DWR",
"PLADENCO","05/31/2006","336.000000","cfs","A","DWR",
"PLADENCO","06/01/2006","332.000000","cfs","A","DWR",
"PLADENCO","06/02/2006","410.000000","cfs","A","DWR",
"PLADENCO","06/03/2006","448.000000","cfs","A","DWR",
"PLADENCO","06/04/2006","415.000000","cfs","A","DWR",
"PLADENCO","06/05/2006","351.000000","cfs","A","DWR",
"PLADENCO","06/06/2006","311.000000","cfs","A","DWR",
"PLADENCO","06/07/2006","305.000000","cfs","A","DWR",
"PLADENCO","06/08/2006","396.000000","cfs","A","DWR",
"PLADENCO","06/09/2006","281.000000","cfs","A","DWR",
"PLADENCO","06/10/2006","225.000000","cfs","A","DWR",
"PLADENCO","06/11/2006","220.000000","cfs","A","DWR",
"PLADENCO","06/12/2006","124.000000","cfs","A","DWR",
"PLADENCO","06/13/2006","95.000000","cfs","A","DWR",
"PLADENCO","06/14/2006","80.000000","cfs","A","DWR",
"PLADENCO","06/15/2006","91.000000","cfs","A","DWR",
"PLADENCO","06/16/2006","197.000000","cfs","A","DWR",
"PLADENCO","06/17/2006","115.000000","cfs","A","DWR",
"PLADENCO","06/18/2006","135.000000","cfs","A","DWR",
"PLADENCO","06/19/2006","276.000000","cfs","A","DWR",
"PLADENCO","06/20/2006","186.000000","cfs","A","DWR",
"PLADENCO","06/21/2006","98.000000","cfs","A","DWR",
"PLADENCO","06/22/2006","88.000000","cfs","A","DWR",
"PLADENCO","06/23/2006","82.000000","cfs","A","DWR",
"PLADENCO","06/24/2006","131.000000","cfs","A","DWR",
"PLADENCO","06/25/2006","220.000000","cfs","A","DWR",
"PLADENCO","06/26/2006","132.000000","cfs","A","DWR",
"PLADENCO","06/27/2006","102.000000","cfs","A","DWR",
"PLADENCO","06/28/2006","84.000000","cfs","A","DWR",
"PLADENCO","06/29/2006","238.000000","cfs","A","DWR",
"PLADENCO","06/30/2006","388.000000","cfs","A","DWR",
"PLADENCO","07/01/2006","334.000000","cfs","A","DWR",
"PLADENCO","07/02/2006","272.000000","cfs","A","DWR",
"PLADENCO","07/03/2006","588.000000","cfs","A","DWR",
"PLADENCO","07/04/2006","627.000000","cfs","A","DWR",
"PLADENCO","07/05/2006","438.000000","cfs","A","DWR",
"PLADENCO","07/06/2006","165.000000","cfs","A","DWR",
"PLADENCO","07/07/2006","415.000000","cfs","A","DWR",
"PLADENCO","07/08/2006","946.000000","cfs","A","DWR",
"PLADENCO","07/09/2006","1390.000000","cfs","A","DWR",
"PLADENCO","07/10/2006","1150.000000","cfs","A","DWR",
"PLADENCO","07/11/2006","1180.000000","cfs","A","DWR",
"PLADENCO","07/12/2006","1090.000000","cfs","A","DWR",
"PLADENCO","07/13/2006","874.000000","cfs","A","DWR",
"PLADENCO","07/14/2006","778.000000","cfs","A","DWR",
"PLADENCO","07/15/2006","496.000000","cfs","A","DWR",
"PLADENCO","07/16/2006","333.000000","cfs","A","DWR",
"PLADENCO","07/17/2006","432.000000","cfs","A","DWR",
"PLADENCO","07/18/2006","235.000000","cfs","A","DWR",
"PLADENCO","07/19/2006","199.000000","cfs","A","DWR",
"PLADENCO","07/20/2006","245.000000","cfs","A","DWR",
"PLADENCO","07/21/2006","310.000000","cfs","A","DWR",
"PLADENCO","07/22/2006","418.000000","cfs","A","DWR",
"PLADENCO","07/23/2006","459.000000","cfs","A","DWR",
"PLADENCO","07/24/2006","459.000000","cfs","A","DWR",
"PLADENCO","07/25/2006","432.000000","cfs","A","DWR",
"PLADENCO","07/26/2006","357.000000","cfs","A","DWR",
"PLADENCO","07/27/2006","496.000000","cfs","A","DWR",
"PLADENCO","07/28/2006","505.000000","cfs","A","DWR",
"PLADENCO","07/29/2006","367.000000","cfs","A","DWR",
"PLADENCO","07/30/2006","346.000000","cfs","A","DWR",
"PLADENCO","07/31/2006","237.000000","cfs","A","DWR",
"PLADENCO","08/01/2006","151.000000","cfs","A","DWR",
"PLADENCO","08/02/2006","425.000000","cfs","A","DWR",
"PLADENCO","08/03/2006","313.000000","cfs","A","DWR",
"PLADENCO","08/04/2006","337.000000","cfs","A","DWR",
"PLADENCO","08/05/2006","277.000000","cfs","A","DWR",
"PLADENCO","08/06/2006","323.000000","cfs","A","DWR",
"PLADENCO","08/07/2006","424.000000","cfs","A","DWR",
"PLADENCO","08/08/2006","472.000000","cfs","A","DWR",
"PLADENCO","08/09/2006","463.000000","cfs","A","DWR",
"PLADENCO","08/10/2006","440.000000","cfs","A","DWR",
"PLADENCO","08/11/2006","399.000000","cfs","A","DWR",
"PLADENCO","08/12/2006","401.000000","cfs","A","DWR",
"PLADENCO","08/13/2006","585.000000","cfs","A","DWR",
"PLADENCO","08/14/2006","671.000000","cfs","A","DWR",
"PLADENCO","08/15/2006","468.000000","cfs","A","DWR",
"PLADENCO","08/16/2006","355.000000","cfs","A","DWR",
"PLADENCO","08/17/2006","307.000000","cfs","A","DWR",
"PLADENCO","08/18/2006","383.000000","cfs","A","DWR",
"PLADENCO","08/19/2006","759.000000","cfs","A","DWR",
"PLADENCO","08/20/2006","459.000000","cfs","A","DWR",
"PLADENCO","08/21/2006","383.000000","cfs","A","DWR",
"PLADENCO","08/22/2006","383.000000","cfs","A","DWR",
"PLADENCO","08/23/2006","368.000000","cfs","A","DWR",
"PLADENCO","08/24/2006","355.000000","cfs","A","DWR",
"PLADENCO","08/25/2006","333.000000","cfs","A","DWR",
"PLADENCO","08/26/2006","299.000000","cfs","A","DWR",
"PLADENCO","08/27/2006","333.000000","cfs","A","DWR",
"PLADENCO","08/28/2006","446.000000","cfs","A","DWR",
"PLADENCO","08/29/2006","434.000000","cfs","A","DWR",
"PLADENCO","08/30/2006","414.000000","cfs","A","DWR",
"PLADENCO","08/31/2006","321.000000","cfs","A","DWR",
"PLADENCO","09/01/2006","308.000000","cfs","A","DWR",
"PLADENCO","09/02/2006","306.000000","cfs","A","DWR",
"PLADENCO","09/03/2006","307.000000","cfs","A","DWR",
"PLADENCO","09/04/2006","302.000000","cfs","A","DWR",
"PLADENCO","09/05/2006","277.000000","cfs","A","DWR",
"PLADENCO","09/06/2006","130.000000","cfs","A","DWR",
"PLADENCO","09/07/2006","150.000000","cfs","A","DWR",
"PLADENCO","09/08/2006","149.000000","cfs","A","DWR",
"PLADENCO","09/09/2006","148.000000","cfs","A","DWR",
"PLADENCO","09/10/2006","127.000000","cfs","A","DWR",
"PLADENCO","09/11/2006","144.000000","cfs","A","DWR",
"PLADENCO","09/12/2006","350.000000","cfs","A","DWR",
"PLADENCO","09/13/2006","246.000000","cfs","A","DWR",
"PLADENCO","09/14/2006","161.000000","cfs","A","DWR",
"PLADENCO","09/15/2006","154.000000","cfs","A","DWR",
"PLADENCO","09/16/2006","116.000000","cfs","A","DWR",
"PLADENCO","09/17/2006","113.000000","cfs","A","DWR",
"PLADENCO","09/18/2006","111.000000","cfs","A","DWR",
"PLADENCO","09/19/2006","105.000000","cfs","A","DWR",
"PLADENCO","09/20/2006","109.000000","cfs","A","DWR",
"PLADENCO","09/21/2006","290.000000","cfs","A","DWR",
"PLADENCO","09/22/2006","244.000000","cfs","A","DWR",
"PLADENCO","09/23/2006","241.000000","cfs","A","DWR",
"PLADENCO","09/24/2006","230.000000","cfs","A","DWR",
"PLADENCO","09/25/2006","224.000000","cfs","A","DWR",
"PLADENCO","09/26/2006","215.000000","cfs","A","DWR",
"PLADENCO","09/27/2006","210.000000","cfs","A","DWR",
"PLADENCO","09/28/2006","208.000000","cfs","A","DWR",
"PLADENCO","09/29/2006","205.000000","cfs","A","DWR",
"PLADENCO","09/30/2006","206.000000","cfs","A","DWR",
"PLADENCO","10/01/2006","225.000000","cfs","A","DWR",
"PLADENCO","10/02/2006","222.000000","cfs","A","DWR",
"PLADENCO","10/03/2006","160.000000","cfs","A","DWR",
"PLADENCO","10/04/2006","141.000000","cfs","A","DWR",
"PLADENCO","10/05/2006","132.000000","cfs","A","DWR",
"PLADENCO","10/06/2006","148.000000","cfs","A","DWR",
"PLADENCO","10/07/2006","124.000000","cfs","A","DWR",
"PLADENCO","10/08/2006","119.000000","cfs","A","DWR",
"PLADENCO","10/09/2006","218.000000","cfs","A","DWR",
"PLADENCO","10/10/2006","227.000000","cfs","A","DWR",
"PLADENCO","10/11/2006","172.000000","cfs","A","DWR",
"PLADENCO","10/12/2006","312.000000","cfs","A","DWR",
"PLADENCO","10/13/2006","304.000000","cfs","A","DWR",
"PLADENCO","10/14/2006","264.000000","cfs","A","DWR",
"PLADENCO","10/15/2006","264.000000","cfs","A","DWR",
"PLADENCO","10/16/2006","273.000000","cfs","A","DWR",
"PLADENCO","10/17/2006","499.000000","cfs","A","DWR",
"PLADENCO","10/18/2006","475.000000","cfs","A","DWR",
"PLADENCO","10/19/2006","248.000000","cfs","A","DWR",
"PLADENCO","10/20/2006","191.000000","cfs","A","DWR",
"PLADENCO","10/21/2006","335.000000","cfs","A","DWR",
"PLADENCO","10/22/2006","210.000000","cfs","A","DWR",
"PLADENCO","10/23/2006","190.000000","cfs","A","DWR",
"PLADENCO","10/24/2006","225.000000","cfs","A","DWR",
"PLADENCO","10/25/2006","225.000000","cfs","A","DWR",
"PLADENCO","10/26/2006","817.000000","cfs","A","DWR",
